Maliss|380
Ryzeal|190
Snake-Eye|164
Yubel|100
Branded|88
Centur-Ion|67
Tenpai Dragon|66
Blue-Eyes|31
Fire King|22
Rokket|21
Mitsurugi|14
Voiceless Voice|14
Fiendsmith|12
Memento|10
White Forest|7
Rescue-ACE|7
Labrynth|6
Spright|6
Lightsworn|5
Tearlaments|5
Salamangreat|4
Vanquish Soul|4
Runick|4
Mimighoul|4
Ritual Beast|3
Orcust|3
Destruction Sword|3
Dragonmaid|2
P.U.N.K.|2
Purrely|2
Blackwing|2
Thunder Dragon|2
Mannadium|2
Melodious|1
Stardust|1
Dragunity|1
Horus|1
Supreme King|1
Adventurer Token|1
Gimmick Puppet|1
Sacred Beast|1
Unchained|1
Red-Eyes|1
Ryu-Ge|1
Galaxy-Eyes|1
Primite|1
Atlantean|1
Dragon Tail|1
