Maliss|465
Branded|392
Ryzeal|201
Tearlaments|192
Rokket|187
Snake-Eye|179
Yubel|100
Centur-Ion|99
Spright|95
Tenpai Dragon|70
Blue-Eyes|42
Vanquish Soul|40
Runick|34
Fire King|32
Voiceless Voice|21
Fiendsmith|16
Mitsurugi|15
Rescue-ACE|10
Mannadium|10
Memento|10
Labrynth|8
Manadome|7
Orcust|7
White Forest|7
Swordsoul|6
Salamangreat|6
Thunder Dragon|6
Lightsworn|5
P.U.N.K.|5
Purrely|5
Mathmech|4
Mimighoul|4
Scareclaw|4
Destruction Sword|4
Magician|4
Blackwing|4
Dracoslayer|3
Ritual Beast|3
Resonator|3
Dragonmaid|3
Adventurer Token|3
Dragunity|3
Horus|2
Madolche|2
Plunder Patroll|2
Fur Hire|2
Therion|1
Naturia|1
Earthbound|1
Evil Eye|1
Sky Striker|1
Constellar|1
Invoked|1
Skull Servant|1
Sacred Beast|1
Shaddoll|1
Superheavy|1
Phantom Knights|1
Crystal Beast|1
Tenyi|1
Stardust|1
Supreme King|1
Melodious|1
Galaxy-Eyes|1
Unchained|1
Ryu-Ge|1
Crystron|1
Gimmick Puppet|1
Dragon Tail|1
Primite|1
Atlantean|1
Red-Eyes|1
Regenesis|1
