Prank-Kids|13.0
Warrior|11.0
Sky Striker|8.0
Machine|6.0
Phantom Knights|6.0
Elemental HERO|3.0
Invoked|3.0
OTK|2.0
PSY-Frame|2.0
Knightmare|1.0
P.U.N.K.|1.0
Branded|1.0
Hole|1.0
Eldlich|1.0
Rose Dragon|1.0
Shaddoll|1.0
Dragon|1.0
Swordsoul|1.0
Tenyi|1.0
Traptrix|1.0
Unchained|1.0
Vision HERO|1.0
Book of|1.0
