Kashtira|139
Snake-Eye|131
Tenpai Dragon|69
Fire King|29
Salamangreat|27
Memento|19
Rescue-ACE|18
Sky Striker|17
Purrely|17
Crystron|16
Infernoid|12
Marincess|10
Mitsurugi|10
Edge Imp|9
Unchained|8
Gimmick Puppet|8
Runick|7
Swordsoul|7
Voiceless Voice|7
Branded|6
Tearlaments|5
Maliss|5
Orcust|4
Drytron|4
Melodious|4
Ryzeal|4
Centur-Ion|4
Exosister|3
Tenyi|3
Horus|3
Evil Eye|2
Rikka|2
Yubel|2
Raidraptor|2
Xyz|2
Dogmatika|1
Mannadium|1
Spellbook|1
Virtual World|1
Book of|1
Scareclaw|1
Shark|1
Greed|1
Fiendsmith|1
Blackwing|1
Plunder Patroll|1
Goblin|1
Manadome|1
Therion|1
Spright|1
Eldlich|1
Blue-Eyes|1
