Ryzeal|147
Runick|94
Melodious|48
Kashtira|43
Voiceless Voice|43
Labrynth|38
Floowandereeze|37
Tenpai Dragon|24
Memento|23
Purrely|21
Fire King|18
Blue-Eyes|18
Centur-Ion|17
Mitsurugi|12
Sky Striker|12
Ritual Beast|11
Dinomorphia|9
Unchained|8
Vanquish Soul|7
Temple of the Kings|6
Crystron|6
Raizeol|3
Dogmatika|3
Paleozoic|3
Salamangreat|3
Ryu-Ge|2
Vaalmonica|2
Evil Eye|2
"""C"""|2
Dragonmaid|2
Rescue-ACE|2
Virtual World|2
Goblin|1
Horus|1
Dark World|1
Altergeist|1
Dinowrestler|1
Marincess|1
Exosister|1
Solemn|1
Mimighoul|1
Jurrac|1
Hole|1
Orcust|1
Argostars|1
Blackwing|1
Traptrix|1
Regenesis|1
Ice Barrier|1
Maliss|1
