Fiendsmith|128.0
Bystial|95.0
Greed|40.0
Mulcharmy|31.0
Fabled|30.0
Hole|6.0
Solemn|5.0
Book of|3.0
Forbidden|2.0
Kashtira|2.0
Branded|1.0
Melodious|1.0
Shark|1.0
Toy|1.0
