Despia|134.0
Bystial|121.0
Edge Imp|7.0
Dogmatika|6.0
Forbidden|6.0
Chimera|2.0
Book of|1.0
Greed|1.0
Harpie|1.0
Kashtira|1.0
Shaddoll|1.0
Tri-Brigade|1.0
