Centur-Ion|45
Tearlaments|31
Orcust|26
Phantom Knights|23
Gimmick Puppet|18
Bystial|17
Naturia|13
Infernoid|13
Therion|10
Snake-Eye|6
P.U.N.K.|6
Adventurer Token|5
Superheavy Samurai|4
Spright|4
Rescue-ACE|3
Crystron|3
SPYRAL|3
Volcanic|3
Mannadium|2
Yubel|2
Lightsworn|2
Eldlich|2
Kashtira|2
Dinomorphia|1
Branded|1
Vanquish Soul|1
Runick|1
Ogdoadic|1
Fur Hire|1
Fire King|1
Blackwing|1
T.G.|1
Thunder Dragon|1
Kaiju|1
Shining Sarcophagus|1
Goblin|1
Skull Servant|1
Salamangreat|1
Crystal Beast|1
Scareclaw|1
Voiceless Voice|1
Destruction Sword|1
Vaylantz|1
Maliss|1
