Centur-Ion|45
Tearlaments|32
Orcust|26
Phantom Knights|24
Gimmick Puppet|18
Bystial|17
Naturia|13
Infernoid|13
Therion|10
Snake-Eye|6
P.U.N.K.|6
Adventurer Token|5
Superheavy Samurai|4
Crystron|4
Spright|4
SPYRAL|4
Volcanic|3
Rescue-ACE|3
Kashtira|2
Yubel|2
Lightsworn|2
Eldlich|2
Mannadium|2
Kaiju|1
Scareclaw|1
Vanquish Soul|1
Runick|1
Fur Hire|1
Fire King|1
Branded|1
T.G.|1
Thunder Dragon|1
Ogdoadic|1
Shining Sarcophagus|1
Vaylantz|1
Goblin|1
Skull Servant|1
Crystal Beast|1
Salamangreat|1
Blackwing|1
Voiceless Voice|1
Destruction Sword|1
Dinomorphia|1
Maliss|1
