Maliss|112
Ryzeal|108
Snake-Eye|65
Tenpai Dragon|64
Blue-Eyes|62
Memento|50
Fire King|43
Rescue-ACE|34
Labrynth|25
Centur-Ion|25
Ritual Beast|22
Purrely|19
Voiceless Voice|18
Salamangreat|18
Orcust|17
Gem-|17
Crystron|14
Unchained|14
Sky Striker|9
Runick|9
Gimmick Puppet|9
Melodious|8
Yubel|8
Magician|6
Fiendsmith|6
Vanquish Soul|5
Dragonmaid|4
Live☆Twin|4
Magical Musket|3
Floowandereeze|3
Scrap|3
Primite|3
Vaalmonica|3
Jurrac|3
Ryu-Ge|3
P.U.N.K.|2
Rikka|2
Exosister|2
Marincess|2
Mikanko|2
Vaylantz|2
Dinomorphia|2
Raidraptor|2
Horus|2
Goblin|2
Noble Knight|2
Sinful Spoils|2
Dogmatika|1
SPYRAL|1
Millennium|1
Battlewasp|1
Seventh|1
Mathmech|1
Traptrix|1
Trickstar|1
Lyrilusc|1
Naturia|1
Galaxy-Eyes|1
Argostars|1
Ice Barrier|1
