Rescue-ACE|336
Fire King|310
Purrely|163
Labrynth|134
Ryzeal|133
Snake-Eye|132
Maliss|123
Runick|85
Tenpai Dragon|76
Blue-Eyes|66
Salamangreat|60
Centur-Ion|56
Memento|55
Magician|43
Ritual Beast|36
Silenforc|35
Unchained|35
Sky Striker|33
Vanquish Soul|32
Voiceless Voice|31
Exosister|30
Floowandereeze|28
Orcust|23
Vaylantz|18
Melodious|18
Gem-|18
Mikanko|17
Edge Imp|16
Crystron|16
Mathmech|12
Yubel|12
Rikka|12
Lyrilusc|11
Yummy|11
Horus|11
Gimmick Puppet|9
Blackwing|9
Ice Barrier|8
Marincess|8
Dragon Tail|8
Naturia|7
Vaalmonica|6
Fiendsmith|6
Scrap|5
Dinomorphia|5
Traptrix|5
Kashtira|5
Raidraptor|5
Ryu-Ge|4
Live☆Twin|4
Dragonmaid|4
P.U.N.K.|4
Therion|4
True Draco|4
Evil Eye|4
Tellarknight|3
Noble Knight|3
Manadome|3
K9|3
Jurrac|3
Virtual World|3
Primite|3
Infernoid|3
Magical Musket|3
Plunder Patroll|2
Volcanic|2
SPYRAL|2
Goblin|2
Sinful Spoils|2
Mannadium|2
Greed|2
Resonator|2
Prank-Kids|2
Dogmatika|2
Spright|2
Battlewasp|1
Seventh|1
Superheavy Samurai|1
Solemn|1
Trickstar|1
Scareclaw|1
Stardust|1
Bystial|1
Argostars|1
The Weather|1
Beetrooper|1
Galaxy-Eyes|1
D/D|1
Altergeist|1
PSY-Frame|1
Ancient Warriors|1
Millennium|1
Umi|1
