Snake-Eye|309.0
"""C"""|304.0
Sinful Spoils|22.0
Fire Formation|18.0
Artifact|6.0
Tri-Brigade|5.0
Fiendsmith|3.0
Harpie|3.0
Rescue-ACE|2.0
Bystial|1.0
Diabellstar|1.0
Greed|1.0
Kashtira|1.0
PSY-Frame|1.0
