Greed|92.0
Spright|69.0
Synchro|57.0
Live☆Twin|38.0
Naturia|37.0
Bystial|34.0
Branded|22.0
White Forest|21.0
Fur Hire|17.0
Exchange of the Spirit|15.0
Kaiju|13.0
Orcust|9.0
Wind-Up|7.0
Forbidden|4.0
Toy|4.0
Book of|4.0
Plunder Patroll|4.0
Edge Imp|4.0
Nimble|3.0
Ghoti|3.0
Chimera|3.0
Superheavy Samurai|3.0
Kashtira|3.0
Solemn|3.0
PSY-Frame|3.0
Tearlaments|2.0
Stardust|2.0
Spellbook|2.0
Performapal|2.0
Adventurer Token|2.0
Metalfoes|2.0
Mekk-Knight|2.0
Fusion|1.0
Mulcharmy|1.0
Mathmech|1.0
Mannadium|1.0
Lightsworn|1.0
Dogmatika|1.0
Kuriboh|1.0
Superheavy|1.0
Fabled|1.0
Danger!|1.0
Horus|1.0
Harpie|1.0
Fiendsmith|1.0
Egyptian God|1.0
