Tenpai Dragon|212
Floowandereeze|66
Kashtira|47
Rescue-ACE|31
Unchained|30
Purrely|26
Mathmech|13
Ryzeal|12
Fire King|10
Sky Striker|10
Snake-Eye|9
Marincess|9
Spright|7
Branded|5
Maliss|5
Swordsoul|4
Infernoid|4
Vanquish Soul|4
Mikanko|4
Centur-Ion|3
Salamangreat|3
Exosister|3
Adventurer Token|2
Runick|2
Voiceless Voice|2
Kaiju|2
Rikka|2
Plunder Patroll|2
Magician|2
Scareclaw|1
Golden Land|1
Umi|1
Blackwing|1
P.U.N.K.|1
Eldlich|1
Gold Pride|1
Dogmatika|1
Manadome|1
Invoked|1
Edge Imp|1
Naturia|1
Virtual World|1
Ninja|1
Memento|1
Kozmo|1
Ancient Gear|1
Magical Musket|1
Dinomorphia|1
Gem-|1
Drytron|1
Labrynth|1
Gimmick Puppet|1
